sampid,famid,ssex,Plate,Tray,area_wk3,perim_wk3,circ_wk3,Days_gam,Total_gam
P_17_1_7,13,m,8A,Tray 15,1.057586952,5.885989103,0.383412984,22,4
P_17_1_8,13,m,19B,Tray 2,1.372434383,9.550413668,0.188989146,22,2
P_17_1_7,13,m,8B,Tray 2,1.303443027,6.746216453,0.359717155,7,16
P_17_1_2,13,m,1B,Tray 5,0.633857236,3.709759871,0.578481525,22,1
P_17_1_8,13,m,19C,Tray 7,0.400574247,6.073518531,0.136392956,22,1
P_17_1_2,13,m,1C,Tray 9,0.647158737,4.174480393,0.466439807,22,9
P_17_2_25,14,f,10C,Tray 1,0.23843619,1.287953185,1.805351029,22,0
P_17_2_20,14,f,3A,Tray 1,0.816114944,7.900517926,0.164221436,22,1
P_17_2_22,14,f,7A,Tray 10,0.884947949,4.325015134,0.594199256,22,6
P_17_2_25,14,f,10B,Tray 11,0.046853858,1.305105267,0.345496708,22,1
P_17_2_18,14,f,5C,Tray 12,0.824104893,4.41662743,0.530628536,22,1
P_17_2_22,14,f,7B,Tray 12,1.017352174,5.766395372,0.384283842,22,9
P_17_2_25,14,f,10A,Tray 14,0.319742745,7.53608663,0.002850312,22,0
P_17_2_20,14,f,3B,Tray 2,0.885572305,5.907176969,0.318752575,22,2
P_17_2_18,14,f,5B,Tray 2,0.820892626,4.750924867,0.456793241,22,5
P_17_2_22,14,f,7C,Tray 2,0.894878831,4.816842672,0.48442768,22,3
P_17_2_20,14,f,3C,Tray 3,0.828932342,6.687697585,0.232785257,22,0
P_17_2_18,14,f,5A,Tray 8,0.641458094,4.147709693,0.468318404,22,0
P_17_2_8,14,m,1A,Tray 10,0.792647296,4.327907446,0.531512757,22,3
P_17_2_12,14,m,26A,Tray 12,0.727465417,4.350036995,0.482854286,22,3
P_17_2_12,14,m,26B,Tray 2,0.819842984,4.978744871,0.415413475,22,6
P_17_2_8,14,m,1B,Tray 5,0.563793616,3.174614919,0.702631616,22,1
P_17_2_12,14,m,26C,Tray 8,0.91222055,5.226003901,0.419517451,22,6
P_17_2_8,14,m,1C,Tray 9,0.622677641,3.751261182,0.555774101,22,1
P_18_1_4_B,15,f,24A,Tray 1,0.31518223,2.646398063,0.56525059,22,0
P_18_1_11_B,15,f,28A,Tray 1,0.292931625,3.323938925,0.33300429,22,1
P_18_1_9_B,15,f,23A,Tray 11,1.032902262,8.253649021,0.190439431,18,7
P_18_1_1 B,15,f,8C,Tray 12,0.878758679,5.983587812,0.308273312,22,1
P_18_1_9_B,15,f,23B,Tray 14,0.907632889,6.479787449,0.27150532,22,4
P_18_1_9_B,15,f,23C,Tray 15,1.035150849,4.564269859,0.62409493,22,1
P_18_1_1 B,15,f,8A,Tray 15,0.805899029,6.255868702,0.258639601,22,0
P_18_1_4_B,15,f,24B,Tray 2,0.269898311,2.382794108,0.597058343,7,1
P_18_1_11_B,15,f,28B,Tray 2,0.094617105,1.845227685,0.349027278,7,2
P_18_1_1 B,15,f,8B,Tray 2,0.765709494,5.015335979,0.382343409,22,0
P_18_1_4_B,15,f,24C,Tray 3,0.27123751,2.247998924,0.674135488,22,0
P_18_1_11_B,15,f,28C,Tray 3,0.115152993,1.731956683,0.482159601,22,2
P_18_1_13B,15,m,28A,Tray 1,1.18249438,6.079841259,0.401794737,22,4
P_18_1_13B,15,m,28B,Tray 2,0.912709176,4.984327706,0.461433244,7,4
P_18_1_13B,15,m,28C,Tray 3,0.899959643,6.027712383,0.311105458,22,6
P_18_1_12B,15,m,27A,Tray 7,0.478365405,4.723145221,0.269331287,22,1
P_18_1_12B,15,m,27B,Tray 7,0.786521367,6.057442658,0.269228816,22,1
P_18_1_12B,15,m,27C,Tray 7,0.346834373,3.258693751,0.410227411,7,5
P_18_1_16_B,15,m,25A,Tray 8,0.741042902,6.733301944,0.205294262,22,0
P_18_1_16_B,15,m,25B,Tray 8,0.49842624,6.558888814,0.145522451,22,1
P_18_1_16_B,15,m,25C,Tray 8,0.604761334,5.478845766,0.253043686,22,0
P_18_2_12,16,f,7A,Tray 10,0.889336539,4.905159077,0.46424751,22,5
P_18_2_3,16,f,13A,Tray 12,0.503692549,3.589762561,0.490934687,22,6
P_18_2_12,16,f,7B,Tray 12,0.746200626,4.001345261,0.585373685,22,2
P_18_2_6,16,f,12A,Tray 15,0.902665186,8.590233403,0.153640745,22,4
P_18_2_3,16,f,13B,Tray 2,0.630378034,3.70666577,0.57626714,22,4
P_18_2_12,16,f,7C,Tray 2,0.7403914,3.753010022,0.660224378,22,1
P_18_2_6,16,f,12B,Tray 5,1.142960871,9.029124908,0.176087967,22,14
P_18_2_3,16,f,13C,Tray 8,0.603304503,3.966637519,0.481594119,7,3
P_18_2_2,16,f,4A,Tray 8,0.688149076,4.537162844,0.419858971,22,0
P_18_2_2,16,f,4B,Tray 8,0.743535802,5.036725634,0.368124681,22,2
P_18_2_2,16,f,4C,Tray 8,0.760755364,4.554247663,0.460682139,22,1
P_18_2_6,16,f,12C,Tray 9,0.962969848,9.257550279,0.141127019,22,5
P_18_2_4,16,m,10C,Tray 1,0.166793582,2.553507769,0.321288076,22,0
P_18_2_13,16,m,3A,Tray 1,1.155135816,8.015672294,0.225809798,22,0
P_18_2_16,16,m,9A,Tray 1,0.5602375,3.986950965,0.442669934,22,1
P_18_2_9,16,m,11A,Tray 10,0.844686025,5.215040022,0.390094347,22,8
P_18_2_9,16,m,11B,Tray 10,0.738165434,5.323266294,0.32718016,22,2
P_18_2_9,16,m,11C,Tray 10,0.842926064,6.848456313,0.225732319,22,3
P_18_2_4,16,m,10B,Tray 11,0.029181864,0.856258828,0.499910832,22,0
P_18_2_4,16,m,10A,Tray 14,0.540135946,4.046613305,0.414294636,22,0
P_18_2_13,16,m,3B,Tray 2,1.213219037,8.589964351,0.206512399,22,0
P_18_2_16,16,m,9B,Tray 2,0.435266733,3.447770229,0.459905374,22,0
P_18_2_13,16,m,3C,Tray 3,1.259670231,8.69395305,0.209320578,22,0
P_18_2_16,16,m,9C,Tray 3,0.495508054,4.307930315,0.335353635,22,0
P_2_1_4_B,17,f,15B,Tray 1,0.63818701,3.30187664,0.735217629,22,5
P_2_1_9B,17,f,1A,Tray 10,0.889250577,4.275644044,0.610957093,22,4
P_2_1_2B,17,f,21A,Tray 10,0.672870447,3.707943768,0.614688114,22,5
P_2_1_2B,17,f,21B,Tray 10,0.618053786,3.814152149,0.533604992,22,3
P_2_1_2B,17,f,21C,Tray 10,0.525925057,3.162036726,0.66066254,22,0
P_2_1_4_B,17,f,15A,Tray 2,0.015242434,0.467545571,0.875782118,22,0
P_2_1_4_B,17,f,15C,Tray 3,0.641847185,3.660388781,0.601681764,22,1
P_2_1_9 B,17,f,1B,Tray 5,0.404519454,3.946122284,0.326278136,22,12
P_2_1_6B,17,f,4A,Tray 8,0.610271956,3.834062017,0.521428525,22,0
P_2_1_6B,17,f,4B,Tray 8,0.679091388,3.777426515,0.597758573,22,0
P_2_1_6B,17,f,4C,Tray 8,0.678788258,3.687832111,0.626876049,22,1
P_2_1_9 B,17,f,1C,Tray 9,0.782010619,4.092688505,0.586387774,22,2
P_2_1_7_B,17,m,10C,Tray 1,1.381098456,7.559561445,0.303543597,22,0
P_2_1_3_B,17,m,9A,Tray 1,0.458114549,7.345059528,0.106653002,22,0
P_2_1_7_B,17,m,10B,Tray 11,0.563010909,3.555996502,0.559221421,22,0
P_2_1_1 B,17,m,22A,Tray 12,0.587365323,4.425506155,0.376679551,22,9
P_2_1_7_B,17,m,10A,Tray 14,0.184139825,3.449519069,0.194365986,22,0
P_2_1_1 B,17,m,22B,Tray 2,0.457965246,3.568305643,0.451749903,9,19
P_2_1_3_B,17,m,9B,Tray 2,0.303129442,3.85323199,0.256429181,22,0
P_2_1_3_B,17,m,9C,Tray 3,0.527354742,6.418241743,0.160790488,22,0
P_2_1_10B,17,m,17A,Tray 7,0.809152015,4.447702966,0.51374571,22,0
P_2_1_10B,17,m,17B,Tray 7,0.729899501,4.146633484,0.533164722,22,0
P_2_1_10B,17,m,17C,Tray 7,0.941452182,4.506692675,0.582199756,22,2
P_2_1_1 B,17,m,22C,Tray 8,0.496141459,3.619021995,0.475787155,7,6
P_2_13_7,18,f,9A,Tray 1,0.454386509,4.457187059,0.287272032,22,0
P_2_13_7,18,f,9B,Tray 2,0.553727004,3.759601803,0.492041399,22,13
P_2_13_7,18,f,9C,Tray 3,0.72066084,4.558754288,0.435540147,22,9
P_2_13_5,18,f,16A,Tray 4,0.670169428,4.247864398,0.466479929,22,0
P_2_13_5,18,f,16B,Tray 4,0.717416902,4.616802314,0.422745201,22,1
P_2_13_5,18,f,16C,Tray 4,0.646742499,4.921773054,0.335334218,22,0
P_2_13_8,18,f,4A,Tray 8,0.598300605,5.090939665,0.289943369,22,1
P_2_13_8,18,f,4B,Tray 8,0.491151134,4.977870451,0.248953141,22,6
P_2_13_8,18,f,4C,Tray 8,0.539855439,5.083473465,0.262389226,22,3
P_2_13_13,18,m,2B,Tray 1,0.606308651,5.046142463,0.299064174,7,5
P_2_13_13,18,m,2C,Tray 1,0.710820444,4.814892043,0.385102592,7,10
P_2_13_6,18,m,11A,Tray 10,0.778259958,5.380238111,0.33768466,22,2
P_2_13_6,18,m,11B,Tray 10,0.873433554,5.153090738,0.413127335,22,2
P_2_13_6,18,m,11C,Tray 10,0.629034311,6.198627833,0.205623549,22,0
P_2_13_14,18,m,1A,Tray 10,0.76304467,4.400686083,0.494878769,22,0
P_2_13_13,18,m,2A,Tray 3,0.625138871,4.925203471,0.323681434,22,4
P_2_13_14,18,m,1B,Tray 5,0.815599171,4.356426986,0.539766014,22,0
P_2_13_4,18,m,17A,Tray 7,0.486735397,3.384946526,0.533554695,7,1
P_2_13_4,18,m,17B,Tray 7,0.630486617,3.975852559,0.500962215,22,2
P_2_13_4,18,m,17C,Tray 7,0.221664535,2.248806081,0.550531078,22,0
P_2_13_14,18,m,1C,Tray 9,0.78360318,4.31088989,0.529604869,22,2
P_2_19_3,19,f,19A,Tray 1,0.969729182,5.364834869,0.423182195,22,1
P_2_19_5,19,f,2B,Tray 1,0.905732675,5.468083675,0.380469083,22,0
P_2_19_6,19,f,2B,Tray 1,0.312535503,3.157664626,0.393692367,22,7
P_2_19_5,19,f,2C,Tray 1,0.84964468,5.420192372,0.363243273,22,0
P_2_19_6,19,f,2C,Tray 1,0.383146566,3.332145019,0.433417845,22,6
P_2_19_15,19,f,30A,Tray 1,0.444518967,4.260846169,0.307530522,22,0
P_2_19_15,19,f,21A,Tray 10,0.628866911,3.574561108,0.618162893,22,3
P_2_19_15,19,f,21B,Tray 10,0.695935431,4.231788525,0.488102097,22,2
P_2_19_15,19,f,21C,Tray 10,0.751204524,4.028990381,0.581239838,22,1
P_2_19_3,19,f,19B,Tray 2,0.4611006,5.777830093,0.173482549,22,2
P_2_19_15,19,f,30B,Tray 2,0.53572021,4.381852425,0.350438793,22,10
P_2_19_5,19,f,2A,Tray 3,1.240152314,6.92036053,0.325242452,22,0
P_2_19_6,19,f,2A,Tray 3,0.473899901,3.560570391,0.469501631,22,12
P_2_19_15,19,f,30C,Tray 3,0.599544793,4.357099617,0.396658071,22,0
P_2_19_4,19,f,17A,Tray 7,0.837311383,4.667316876,0.482771985,22,1
P_2_19_4,19,f,17B,Tray 7,0.744137537,4.156117576,0.541087126,7,2
P_2_19_4,19,f,17C,Tray 7,0.911777167,4.713930181,0.515361605,22,0
P_2_19_3,19,f,19C,Tray 7,0.483111417,6.157059259,0.16006275,22,0
P_2_19_16,19,m,15B,Tray 1,0.447952926,3.060671285,0.600604579,22,0
P_2_19_11,19,m,11A,Tray 10,0.731279419,6.62110715,0.209513377,22,10
P_2_19_11,19,m,11B,Tray 10,0.636205358,6.765857268,0.174558619,22,8
P_2_19_11,19,m,11C,Tray 10,0.6861629,6.415954799,0.209360275,22,11
P_2_19_16,19,m,15A,Tray 2,1.008507129,5.034505953,0.499752407,22,1
P_2_19_16,19,m,15C,Tray 3,0.777536067,5.317750723,0.345345843,22,0
P_2_19_8,19,m,16A,Tray 4,1.149896654,5.704446089,0.443834941,22,0
P_2_19_8,19,m,16B,Tray 4,1.201478427,6.051187193,0.412120711,22,0
P_2_19_8,19,m,16C,Tray 4,0.982926623,5.997309477,0.34323994,22,0
P_2_19_2,19,m,18A,Tray 4,0.707929403,6.733907311,0.196085429,22,0
P_2_19_2,19,m,18B,Tray 4,0.846631482,6.246451873,0.272531845,22,0
P_2_19_2,19,m,18C,Tray 7,0.569715951,4.572879532,0.342190933,22,0
P_2_19_12,19,m,31A,Tray 9,0.391145564,3.631532925,0.372518698,22,0
P_2_19_12,19,m,31B,Tray 9,0.114352189,1.96973162,0.370186015,22,0
P_2_19_12,19,m,31C,Tray 9,0.190731759,2.205488666,0.492496325,22,0
P_2_2_5,20,f,11A,Tray 10,0.852630731,5.064639806,0.417497129,22,0
P_2_2_5,20,f,11B,Tray 10,0.429950657,4.416492904,0.276855517,22,0
P_2_2_5,20,f,11C,Tray 10,0.878193139,4.821147508,0.474546572,22,3
P_2_2_10,20,f,7A,Tray 10,0.473316264,3.016075873,0.653516478,22,0
P_2_2_13,20,f,14C,Tray 12,0.752711123,3.981233605,0.596461822,22,0
P_2_2_3,20,f,14C,Tray 12,0.59377176,3.406134392,0.642814433,22,0
P_2_2_10,20,f,7B,Tray 12,0.754520851,3.956211744,0.605482827,22,0
P_2_2_13,20,f,14B,Tray 2,0.80353281,4.043182888,0.617371363,22,0
P_2_2_3,20,f,14B,Tray 2,0.73146944,4.363691397,0.48247828,22,0
P_2_2_10,20,f,7C,Tray 2,0.624858363,3.52633349,0.631138194,22,1
P_2_2_9,20,f,16A,Tray 4,0.689130854,4.757583911,0.382400473,22,0
P_2_2_9,20,f,16B,Tray 4,0.790968773,7.451267909,0.178932249,22,0
P_2_2_9,20,f,16C,Tray 4,0.765089663,5.632407345,0.302910174,22,1
P_2_2_13,20,f,14A,Tray 8,0.537222284,3.578798682,0.52682833,22,4
P_2_2_3,20,f,14A,Tray 8,0.721353061,4.447635703,0.458014369,22,2
P_2_2_1,20,m,2B,Tray 1,0.424096186,3.182081119,0.526055437,22,3
P_2_2_1,20,m,2C,Tray 1,0.278277352,2.479921975,0.568318073,22,1
P_2_2_2,20,m,3A,Tray 1,0.701513918,5.207910137,0.32486204,22,5
P_2_2_6,20,m,26A,Tray 12,0.670083466,5.794242282,0.250683206,22,1
P_2_2_4,20,m,8C,Tray 12,0.634282522,4.099549337,0.474023801,22,3
P_2_2_4,20,m,8A,Tray 15,0.500100239,5.059527813,0.245372973,22,0
P_2_2_6,20,m,26B,Tray 2,0.629975369,5.506625412,0.26094089,22,1
P_2_2_2,20,m,3B,Tray 2,0.790606828,6.269388579,0.252638668,22,2
P_2_2_4,20,m,8B,Tray 2,0.42177521,3.872671016,0.353223411,22,0
P_2_2_1,20,m,2A,Tray 3,0.524047464,4.325956817,0.35171906,22,0
P_2_2_2,20,m,3C,Tray 3,0.970131846,7.482747024,0.217619734,22,0
P_2_2_14,20,m,6B,Tray 3,0.603775032,3.729938791,0.545081421,22,0
P_2_2_14,20,m,6C,Tray 4,0.663324132,3.662070357,0.621243802,22,1
P_2_2_6,20,m,26C,Tray 8,0.605245436,4.465729468,0.381185474,22,1
P_2_2_14,20,m,6A,Tray 8,0.750218223,3.711037869,0.684205366,22,3
P_2_4_2,21,f,24A,Tray 1,0.742314236,4.056097397,0.566709742,22,5
P_2_4_4,21,f,21A,Tray 10,0.598192021,2.153965158,1.619395423,22,16
P_2_4_4,21,f,21B,Tray 10,0.552170638,3.976928768,0.438497704,22,9
P_2_4_4,21,f,21C,Tray 10,0.447183792,3.118853837,0.577411792,22,1
P_2_4_2,21,f,23A,Tray 11,0.538421229,4.645523643,0.313359211,19,12
P_2_4_2,21,f,23B,Tray 14,0.415011352,3.273693415,0.486377645,19,3
P_2_4_2,21,f,23C,Tray 15,0.543560857,3.457859689,0.570982871,22,10
P_2_4_2,21,f,24B,Tray 2,0.58160134,3.328176498,0.659481077,22,6
P_2_4_2,21,f,24C,Tray 3,0.617035814,3.239052936,0.738692892,22,8
P_2_4_9,21,f,20A,Tray 4,0.559079274,4.235487994,0.391431816,22,1
P_2_4_9,21,f,20B,Tray 4,0.518378491,4.03356427,0.400183014,22,2
P_2_4_9,21,f,20C,Tray 4,0.53914512,3.830497074,0.461514179,22,5
P_2_4_10,21,f,17A,Tray 7,0.768808654,5.250151342,0.350319456,22,0
P_2_4_10,21,f,17B,Tray 7,0.830968287,5.928095783,0.296991257,22,13
P_2_4_10,21,f,17C,Tray 7,0.745779865,3.993004641,0.58749025,22,7
P_2_4_5,21,f,25A,Tray 8,0.264455554,3.071836954,0.352002713,22,0
P_2_4_5,21,f,25B,Tray 8,0.167196247,2.375798749,0.372046193,22,1
P_2_4_5,21,f,25C,Tray 8,0.228315286,2.925943364,0.334959884,22,0
P_2_4_7,21,m,30A,Tray 1,0.616786976,3.720656488,0.55961028,22,7
P_2_4_11,21,m,7A,Tray 10,0.597314303,4.103383332,0.445562235,22,1
P_2_4_6,21,m,22A,Tray 12,0.689135378,4.947467546,0.353613044,22,0
P_2_4_11,21,m,7B,Tray 12,0.729718529,4.541198628,0.444430665,22,0
P_2_4_6,21,m,22B,Tray 2,0.816820738,5.093092083,0.395506238,22,0
P_2_4_7,21,m,30B,Tray 2,0.609330897,4.141925069,0.446106308,7,11
P_2_4_11,21,m,7C,Tray 2,0.655162259,3.744131298,0.586997661,22,4
P_2_4_7,21,m,30C,Tray 3,0.613963801,4.504943835,0.379973793,22,6
P_2_4_1,21,m,27A,Tray 7,0.646769645,4.598910338,0.384086801,22,1
P_2_4_1,21,m,27B,Tray 7,0.580547173,3.891235623,0.481561874,22,0
P_2_4_1,21,m,27C,Tray 7,0.680679424,3.802851954,0.591171413,22,0
P_2_4_6,21,m,22C,Tray 8,0.77458621,5.051927087,0.381193295,22,0
P_2_6_4,22,f,28A,Tray 1,0.740495459,5.138158337,0.352287369,22,3
P_2_6_5,22,f,28A,Tray 1,0.89741245,5.452949485,0.379069446,22,4
P_2_6_14,22,f,30A,Tray 1,0.297835987,4.188874689,0.213192575,22,5
P_2_6_13,22,f,26A,Tray 12,0.888825291,5.531176431,0.364897611,22,8
P_2_6_13,22,f,26B,Tray 2,0.828470862,5.924463577,0.296461847,22,1
P_2_6_4,22,f,28B,Tray 2,0.025607651,1.415954799,0.160420774,7,1
P_2_6_5,22,f,28B,Tray 2,0.695130102,4.858343983,0.369895641,22,6
P_2_6_14,22,f,30B,Tray 2,0.212525409,2.054953925,0.632115329,22,0
P_2_6_4,22,f,28C,Tray 3,0.080596237,1.449250017,0.481967525,22,1
P_2_6_5,22,f,28C,Tray 3,0.938963806,5.358377615,0.410744597,22,4
P_2_6_14,22,f,30C,Tray 3,0.260940158,3.100221968,0.340992621,22,0
P_2_6_13,22,f,26C,Tray 8,0.909410947,5.355619829,0.398226664,7,8
P_2_6_15,22,m,19A,Tray 1,1.067676186,15.87314186,0.053223496,22,4
P_2_6_16,22,m,24A,Tray 1,0.623048635,3.535414004,0.626081733,22,6
P_2_6_9,22,m,7A,Tray 10,0.466742427,3.640747965,0.442268174,22,0
P_2_6_10,22,m,29A,Tray 11,0.665233395,4.163987355,0.481886632,22,1
P_2_6_7,22,m,29A,Tray 11,1.179494756,5.827402973,0.436250112,22,1
P_2_6_8,22,m,29A,Tray 11,0.949396888,4.925068945,0.491601064,22,0
P_2_6_9,22,m,7B,Tray 12,0.44599842,3.354745409,0.497741468,22,0
P_2_6_10,22,m,29B,Tray 14,0.25939284,2.632003767,0.470299602,22,0
P_2_6_7,22,m,29B,Tray 14,1.038322398,5.743189615,0.395380778,22,2
P_2_6_8,22,m,29B,Tray 14,0.861303852,4.517522029,0.530084946,22,0
P_2_6_10,22,m,29C,Tray 15,0.392910048,3.088249142,0.517437758,22,0
P_2_6_7,22,m,29C,Tray 15,1.118556689,5.272549943,0.505366249,22,0
P_2_6_8,22,m,29C,Tray 15,0.852897666,4.135467815,0.626379124,22,1
P_2_6_15,22,m,19B,Tray 2,0.228935118,3.537970001,0.229717332,22,1
P_2_6_16,22,m,24B,Tray 2,0.446414657,3.442254658,0.473197119,22,1
P_2_6_9,22,m,7C,Tray 2,0.739916346,3.790677339,0.646753255,22,2
P_2_6_16,22,m,24C,Tray 3,1.083371052,5.3001278,0.484388901,22,4
P_2_6_1,22,m,18A,Tray 4,1.175015679,8.35958835,0.211185218,22,0
P_2_6_1,22,m,18B,Tray 4,1.051470072,9.877850272,0.135351065,22,1
P_2_6_1,22,m,18C,Tray 7,1.202053015,10.75852559,0.130439086,22,2
P_2_6_15,22,m,19C,Tray 7,0.132603296,2.08206094,0.384199755,22,0
P_2_6_2,22,m,27A,Tray 7,0.745567222,4.958229636,0.3809107,22,4
P_2_6_2,22,m,27B,Tray 7,0.857023846,4.279612565,0.587724286,22,2
P_2_6_2,22,m,27C,Tray 7,0.592188248,3.574224793,0.582218094,22,1
P_20_16_2,24,f,10C,Tray 1,0.03300039,1.287953185,0.249866803,22,1
P_20_16_2,24,f,10B,Tray 11,0.072040748,1.793233336,0.28138066,22,0
P_20_16_2,24,f,10A,Tray 14,0.1335715,1.72597027,0.563166512,22,0
P_20_16_1,24,f,12A,Tray 15,0.928381421,4.053406874,0.709701431,22,0
P_20_16_1,24,f,6B,Tray 3,0.760836802,3.881347952,0.634331086,22,0
P_20_16_1,24,f,6C,Tray 4,0.801614498,3.85585525,0.677195025,22,0
P_20_16_1,24,f,12B,Tray 5,0.927078417,5.527813278,0.38106528,22,0
P_20_16_3,24,f,4A,Tray 8,0.552111822,6.379498218,0.17038982,22,0
P_20_16_3,24,f,4B,Tray 8,0.653243947,6.088450932,0.221335672,22,0
P_20_16_3,24,f,4C,Tray 8,0.515948932,7.047487724,0.130475119,22,0
P_20_16_1,24,f,6A,Tray 8,0.791891734,4.226542006,0.556781851,22,0
P_20_16_1,24,f,12C,Tray 9,0.988686083,6.240734513,0.318842822,22,2
P_20_16_14,24,m,15B,Tray 1,0.697772305,3.627295352,0.666097078,22,2
P_20_16_13,24,m,2B,Tray 1,0.91824242,4.569919957,0.552242472,22,5
P_20_16_13,24,m,2C,Tray 1,0.985315464,4.983587812,0.498288321,22,6
P_20_16_17,24,m,11A,Tray 10,1.187891893,6.944777023,0.309349875,22,2
P_20_16_17,24,m,11B,Tray 10,0.909736698,5.77534136,0.342570559,22,1
P_20_16_17,24,m,11C,Tray 10,0.809215356,7.62373041,0.174871363,22,2
P_20_16_14,24,m,15A,Tray 2,0.687370893,3.543620098,0.687521787,22,3
P_20_16_14,24,m,15C,Tray 3,0.598743988,4.469227147,0.37650084,22,3
P_20_16_13,24,m,2A,Tray 3,0.817797991,4.159144414,0.593782889,7,3
P_20_22_1,25,f,24A,Tray 1,0.392747173,3.588080985,0.383158296,22,0
P_20_22_10,25,f,22A,Tray 12,0.940655901,5.998183897,0.328383155,22,0
P_20_22_9,25,f,26A,Tray 12,0.70649067,3.911414542,0.580000513,22,1
P_20_22_10,25,f,22B,Tray 2,0.992282917,5.100020179,0.479160893,22,4
